id,degree,unmet,need,loan,scholarship,age19,onCampus,outstate,reciprocity,firstgen,act,ap,remedial,ratio,ccount,dcount,wcount
901,Graduate (transfer),0,0,6.915,0,0,1,0,1,1,19,0,0,100,1,0,0
902,Graduate (original),0,0.1,0,0,0,1,0,1,1,22,0,0,100,1,0,0
903,Non-Graduate,0,0,3.05,0,0,0,0,0,1,22,0,0,100,3,0,0
904,Graduate (transfer),0,0,0,0,0,0,0,0,1,31,34,0,0,0,0,0
905,Graduate (original),0,0,3.244,1,0,0,0,0,1,26,0,0,100,0,0,0
906,Graduate (original),15.636,0.625,0,0,0,1,0,0,0,24,0,0,100,1,0,0
907,Graduate (original),2.2190001,5.2030001,0,0,0,0,0,0,1,24,0,0,100,1,0,0
908,Graduate (transfer),0,0.55000001,5.4320002,0,0,1,0,1,0,24,0,0,100,0,0,0
909,Graduate (original),2.8369999,0,0,0,0,1,0,1,0,29,0,0,100,1,0,0
910,Graduate (transfer),0,0,0,0,0,1,0,0,1,26,4,0,100,0,0,0
911,Graduate (original),0,0,0,0,0,1,0,0,1,22,0,0,100,0,0,0
912,Graduate (transfer),0,0,1.294,0,0,1,0,0,0,16,0,1,100,4,0,0
913,Non-Graduate,0.008,2.6700001,2.0929999,0,0,0,0,0,1,23,0,1,53.33334,1,0,0
914,Graduate (original),1.0929281,0,0,0,0,1,0,0,0,19,0,1,73.333344,1,0,1
915,Graduate (original),1.4427249,0,0,0,0,1,0,0,1,27,7,0,100,1,0,0
916,Graduate (original),0.097999997,1.279,2.0969999,0,0,0,0,0,0,23,0,1,100,0,0,0
917,Non-Graduate,0,0,4.5440001,0,0,1,0,1,1,22,0,0,100,0,0,0
918,Non-Graduate,1.701604,0,0,0,0,1,0,0,1,23,0,0,71.428574,1,0,1
919,Graduate (original),2.1134181,0,0,0,0,1,1,0,1,19,0,0,100,2,0,0
920,Graduate (original),1.527053,0,0,0,0,1,0,0,1,24,0,0,100,1,0,0
921,Graduate (original),0,0,1.294,0,0,1,0,0,0,24,0,0,80,0,0,1
922,Graduate (original),0,2.675,0,0,0,1,0,1,1,27,4,0,100,0,0,0
923,Graduate (original),0,0,6.1739998,0,0,1,0,0,0,24,0,0,100,0,0,0
924,Non-Graduate,15.636,0,0,0,0,0,0,0,1,14,0,1,7.6923079,0,1,0
925,Graduate (original),0,5.0710001,0,2.75,0,1,0,0,1,22,0,0,100,0,0,0
926,Graduate (transfer),3.6589999,0,1.294,0,0,0,0,0,1,20,0,0,61.53846,1,1,0
927,Non-Graduate,2.3900001,2.573,3.2639999,0,1,0,0,0,0,18,0,1,100,0,0,0
928,Non-Graduate,0,0,0,0,0,1,0,0,1,30,7,0,100,0,0,0
929,Graduate (original),0,0,0,0,0,1,0,0,1,29,0,0,100,0,0,0
930,Graduate (transfer),0,4.0489998,1.5,0,0,1,0,0,1,22,0,0,100,1,0,0
931,Graduate (original),0.97683871,0,0,0,0,1,0,1,1,25,0,0,100,3,0,0
932,Graduate (original),0.89600003,3.95,2.7939999,0,0,1,0,1,0,23,0,0,100,3,0,0
933,Graduate (original),0,0,6.1750002,0,0,1,0,0,1,28,35,0,100,0,0,0
934,Graduate (original),0,0.5,5.8429999,0,0,1,0,1,1,22,0,0,100,0,0,0
935,Graduate (original),0.333,4.3499999,0,0,0,0,0,0,0,15,0,1,73.333344,0,0,0
936,Graduate (original),1.280388,0,0,0,0,1,0,1,1,21,4,0,100,0,0,0
937,Graduate (original),2.2990279,0,0,0,0,1,1,0,0,22,0,0,75,3,0,1
938,Non-Graduate,0,3.734,0,0,0,1,0,0,0,23,0,1,100,0,0,0
939,Graduate (original),0,0,0,1.5,0,1,0,0,1,27,0,0,100,0,0,0
940,Graduate (original),8.5310001,0.46799999,0,0,0,1,0,0,1,28,12,0,100,0,0,0
941,Graduate (original),0,4,2.0599999,0,0,0,0,0,1,29,0,0,92.85714,0,0,1
942,Graduate (original),1.626846,0,0,0,0,1,0,0,0,19,0,0,100,1,0,0
943,Graduate (original),0,0,0,0,0,1,0,0,1,30,8,0,100,0,0,0
944,Graduate (original),2.9799271,0,0,0,0,0,0,0,0,28,0,0,100,0,0,0
945,Non-Graduate,0,0,3.5439999,0,0,1,0,1,1,28,0,0,50,1,1,1
946,Graduate (original),0,0.5,0,1.5,0,0,0,0,1,31,0,0,100,0,0,0
947,Graduate (original),0,2.01,4.1040001,1.5,0,1,0,0,1,27,4,0,100,0,0,0
948,Graduate (original),0,0,7.1490002,0,0,1,0,0,1,26,10,0,100,1,0,0
949,Non-Graduate,0,0,0,0,0,1,0,1,0,26,0,0,100,0,1,0
950,Graduate (original),0,0,0,0,0,1,0,0,1,25,7,0,100,0,0,0
951,Graduate (original),6.6360002,0.5,0,4,0,1,0,0,1,34,0,0,100,0,0,0
952,Graduate (original),0,0,0,0,0,1,0,1,1,26,4,0,100,0,0,0
953,Non-Graduate,0,0,0,0,0,1,1,0,1,24,0,0,100,2,2,0
954,Non-Graduate,2.491993,0,0,0,0,1,1,0,0,25,6,0,100,3,0,0
955,Graduate (original),0.168,3.569,2.7939999,0,0,1,0,0,1,23,0,0,100,0,0,0
956,Graduate (original),1.3842959,0,0,0,0,1,0,1,0,26,0,0,100,0,0,0
957,Graduate (original),0,0.80500001,0,1,0,0,0,0,1,33,31,0,100,0,0,0
958,Graduate (original),0.50400001,5.5654998,0,0,0,0,0,0,1,31,4,0,100,0,0,0
959,Non-Graduate,0,0,1.294,0,0,1,0,0,0,24,0,0,68.75,0,2,1
960,Graduate (original),0,0,7.6370001,0,0,1,0,1,1,27,4,0,100,1,0,0
961,Graduate (original),0,0.5,5.0359998,0,0,1,0,1,1,34,0,0,100,0,0,0
962,Graduate (original),1.271656,0,0,0,0,1,0,1,1,23,0,0,100,1,0,0
963,Graduate (original),3.4430001,0,1.294,0,0,1,0,0,0,24,0,0,100,0,0,0
964,Graduate (original),1.475745,0,0,0,0,1,0,1,1,22,0,0,100,0,0,0
965,Non-Graduate,0.007,5.3169999,0,0,0,0,0,0,1,17,0,0,23.529409,0,1,0
966,Non-Graduate,2.4188039,0,0,0,0,0,0,1,1,20,0,0,100,0,0,0
967,Non-Graduate,0,0,1.294,0,0,1,0,0,0,22,6,0,100,0,0,0
968,Graduate (original),0,0,0,1.5,0,0,0,0,1,34,14,0,100,0,0,0
969,Graduate (original),0,1.459,0,2.5,0,0,0,0,1,28,0,0,125,0,0,0
970,Non-Graduate,0,0,0,0,0,1,0,1,1,25,0,0,100,0,0,0
971,Graduate (transfer),0,0,1.294,0,0,1,0,0,0,24,0,0,100,0,0,0
972,Graduate (original),1.8700939,0,0,0,0,1,0,0,1,25,0,0,100,0,0,0
973,Non-Graduate,0,0,7.632,0,0,1,1,0,1,23,0,0,100,2,0,0
974,Graduate (transfer),0.097000003,5.256,0.917,0,0,1,0,0,0,13,0,1,100,1,1,0
975,Non-Graduate,0,5.5359998,2.4330001,0,0,1,0,0,1,22,0,1,0,0,0,0
976,Graduate (original),0,1.245,4.5830002,0,0,0,0,0,1,19,0,0,100,2,1,0
977,Graduate (original),0,0,6.1729999,0,0,1,0,0,1,23,0,0,100,0,0,0
978,Non-Graduate,0,0,0,0,0,1,0,0,1,28,0,0,100,0,1,0
979,Graduate (original),0.252,3.95,1.645,0,0,1,0,1,1,28,8,0,61.53846,1,2,0
980,Graduate (original),14.131,0,0,0,0,0,1,0,1,22,0,0,100,0,0,0
981,Graduate (original),1.4960001,0.156,0,1,0,1,0,0,1,31,12,0,100,0,0,0
982,Graduate (transfer),0,0.25,5.355,0,0,1,0,1,1,23,7,0,100,2,0,0
983,Non-Graduate,1.046,0,0,0,0,1,0,1,0,25,0,0,100,1,0,0
984,Graduate (original),0,0,0,0,0,1,0,1,1,30,0,0,73.333344,1,1,0
985,Graduate (original),1.659444,0,0,0,0,1,0,1,0,27,0,0,100,0,0,0
986,Graduate (original),0,0,0,0,0,1,0,0,0,27,0,0,100,3,0,0
987,Graduate (original),1.784745,0,0,0,0,1,0,1,1,29,11,0,100,0,0,0
988,Graduate (transfer),0,0,1.294,0,0,1,0,1,1,21,0,0,100,1,0,0
989,Graduate (original),0.206,3.8299999,0,0,0,0,0,0,0,18,0,0,100,2,0,0
990,Graduate (original),0,1.25,2.2690001,0,0,1,0,0,0,25,0,0,100,0,0,0
991,Graduate (original),6.3039999,0,0,0,0,1,0,1,1,26,12,0,92.85714,0,0,1
992,Non-Graduate,3.052839,0,0,0,0,1,0,0,0,21,0,0,20,0,1,0
993,Graduate (original),1.35,5.2290001,0,0,0,0,0,0,1,20,0,0,100,1,1,0
994,Non-Graduate,3.4209011,0,0,0,0,0,0,0,1,22,0,0,0,0,0,4
995,Graduate (original),0,3.6500001,2.461,0,0,1,0,1,1,27,0,0,100,0,0,0
996,Graduate (original),13.136,1.25,0,0,0,1,0,0,1,26,0,0,100,0,0,0
997,Graduate (original),15.636,0.3125,0,0,0,0,0,0,1,23,0,0,100,2,0,0
998,Graduate (original),0,0,1.294,0,0,1,0,1,1,27,10,0,100,0,0,0
999,Non-Graduate,0,0.5,0,0,0,0,0,0,0,20,0,0,100,2,0,0
1000,Graduate (original),15.636,0,0,0,0,0,0,0,1,28,0,0,100,2,0,0
1001,Graduate (original),0,0.5,2.25,1,0,0,0,0,1,28,0,0,100,2,0,0
1002,Graduate (original),8.1359997,0,0,2.5,0,1,0,0,1,29,0,0,94.444443,1,1,1
1003,Non-Graduate,0,0.82999998,2.7090001,1.5,0,0,0,0,1,32,28,0,100,0,0,0
1004,Graduate (original),1.745797,0,0,0,0,1,0,0,1,26,4,0,100,1,0,0
1005,Graduate (original),0,1.475,3.194,0,0,1,0,0,0,22,0,0,100,0,0,0
1006,Graduate (original),1.863657,0,0,0,0,1,0,0,0,24,0,0,100,0,0,0
1007,Non-Graduate,0,0.30500001,1.479,0.5,0,1,0,0,0,31,34,0,100,0,0,0
1008,Graduate (original),3.145,0,1.294,0,0,1,0,0,0,22,0,0,73.333344,2,0,1
1009,Graduate (original),1.795123,0,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1010,Graduate (original),0,0,0,0,0,1,1,0,1,26,6,0,100,0,0,0
1011,Graduate (original),0,0,0.88700002,0,0,1,0,0,1,33,11,0,100,0,0,0
1012,Graduate (original),2.6819999,0,0,0,0,1,0,0,0,18,0,0,100,2,0,0
1013,Graduate (original),2.8706961,0,0,0,0,0,0,0,0,27,0,0,100,0,0,0
1014,Graduate (original),0,3.744,0,2.5,0,1,0,0,1,32,11,0,100,0,0,0
1015,Graduate (original),0,0.62900001,1.294,0,0,1,0,0,0,26,0,0,100,0,0,0
1016,Graduate (original),0,0,0,0,0,0,0,0,1,27,0,0,100,0,0,0
1017,Graduate (original),4.1360002,0,0,2.5,0,1,0,0,1,30,17,0,100,0,0,0
1018,Non-Graduate,0,0.199,4.5500002,0,0,1,0,0,1,22,0,0,76.92308,2,2,0
1019,Non-Graduate,0,0,4.4460001,0,0,0,0,0,0,21,0,1,100,0,1,0
1020,Graduate (original),0,3.2969999,0,5,0,0,0,0,1,26,0,0,100,0,0,0
1021,Non-Graduate,0,0.25,7.3080001,0,0,1,0,0,1,26,16,0,100,0,0,0
1022,Graduate (original),16.945999,0.5,0,0,0,1,1,0,1,22,0,0,100,2,1,0
1023,Graduate (original),0,0,0,0,0,0,0,0,1,22,0,0,100,2,0,0
1024,Graduate (original),0,5,1.318,0,0,1,0,1,0,22,0,0,100,0,0,0
1025,Graduate (original),0,0,5.5440001,0,0,1,0,1,0,25,0,0,100,1,0,0
1026,Graduate (original),2.2420001,0.54799998,1.294,0,0,1,0,0,1,29,0,0,71.428574,1,0,1
1027,Graduate (original),0,0,1.294,0,0,1,0,0,1,27,0,0,100,0,0,0
1028,Graduate (original),0,2.7249999,1.7079999,1,0,1,0,0,1,23,0,0,82.352943,2,0,0
1029,Non-Graduate,1.545,5.204,0,0,0,0,0,0,0,28,0,0,47.058819,2,0,1
1030,Graduate (original),0,0.25,0,0.5,0,1,1,0,1,28,10,0,100,0,0,0
1031,Graduate (original),2.660249,0,0,0,1,0,0,0,1,28,0,0,100,1,0,0
1032,Non-Graduate,2.1800001,5.1279998,0.050000001,0,0,1,0,0,1,25,0,0,70.588226,0,0,0
1033,Graduate (original),0,4.8649998,0,0.5,0,0,0,0,1,29,0,0,50,3,0,0
1034,Non-Graduate,0,0,5.6370001,0,0,1,0,1,1,21,0,0,100,0,1,0
1035,Graduate (original),0,0,2.7939999,0,0,0,0,0,1,26,0,0,80,1,0,0
1036,Graduate (original),14.456,1,0,0,0,1,0,1,1,25,0,0,100,0,0,0
1037,Graduate (original),1.923894,0,0,0,0,1,0,0,1,31,12,0,100,0,0,0
1038,Graduate (original),0,1.525,0,0,0,0,0,0,1,24,0,0,100,0,0,0
1039,Graduate (original),4.1139998,5.1570001,0.15000001,0,0,0,0,0,0,15,0,1,100,0,0,0
1040,Non-Graduate,2.924,4.9889998,2.678,0,0,1,0,0,0,27,0,0,100,2,0,0
1041,Non-Graduate,1.395462,0,0,0,0,1,0,0,0,29,0,1,100,0,1,0
1042,Graduate (original),0.255,0,3.5439999,0,0,1,0,1,0,27,0,0,100,0,0,0
1043,Graduate (transfer),0,0.375,0,0,0,1,0,1,1,24,0,0,76.470589,1,1,0
1044,Non-Graduate,8.8179998,1.707,0,0,0,1,0,0,0,16,0,1,100,3,0,0
1045,Graduate (original),0,1.2,3.5439999,0,0,0,0,0,1,28,17,0,100,0,0,0
1046,Graduate (original),0,0,0,0,0,1,0,0,0,21,0,0,100,0,0,0
1047,Graduate (original),0,1.75,4.5240002,0,0,1,1,0,1,19,0,0,71.428574,1,0,1
1048,Graduate (original),1.71488,0,0,0,0,1,0,0,1,29,4,0,100,1,0,0
1049,Non-Graduate,0,0,4.2989998,1.5,0,0,0,0,1,30,0,0,100,0,0,0
1050,Graduate (original),2.7090001,0.199,3.5439999,0,0,1,0,0,1,17,0,1,66.666672,1,0,1
1051,Graduate (original),0,0,1.281,2.5,0,0,0,0,1,30,4,0,100,0,0,0
1052,Graduate (original),0,0,0,0,0,1,0,0,1,31,14,0,100,0,0,0
1053,Graduate (original),0,0.75,0,1,0,1,0,0,1,33,25,0,75,2,1,0
1054,Graduate (original),0,0.5,1.294,0,0,1,0,0,1,20,0,0,100,0,0,0
1055,Graduate (original),0,0.5,1.294,0,0,1,0,0,1,24,0,0,100,0,0,0
1056,Graduate (original),5.7779999,0.76599997,0,0,0,1,0,0,0,25,4,0,100,0,0,0
1057,Graduate (original),0,1.75,0.92900002,2.5,0,1,0,0,0,27,11,0,100,0,0,0
1058,Graduate (original),0,0.92500001,1.294,0.5,0,1,0,1,1,34,12,0,100,0,0,0
1059,Non-Graduate,8.2309999,1.999,0.98500001,0,0,0,0,0,0,25,0,0,100,2,1,0
1060,Graduate (original),0,0,4.6090002,0,0,1,0,1,1,26,0,0,100,0,0,0
1061,Graduate (transfer),2.9208579,0,0,0,0,1,1,0,1,29,4,0,100,0,0,0
1062,Graduate (original),0,2.471,5.711,0,0,0,0,0,1,23,0,0,100,0,0,0
1063,Graduate (transfer),0,0.70700002,4.4959998,0.75,0,1,0,0,1,25,0,0,100,0,0,0
1064,Graduate (original),1.385016,0,0,0,0,1,0,1,1,23,0,0,100,1,0,0
1065,Non-Graduate,0,4.2490001,1.869,0,0,1,0,0,1,29,0,0,100,2,0,0
1066,Graduate (original),2.4466889,0,0,0,0,0,0,0,1,21,0,1,73.333344,0,0,1
1067,Non-Graduate,2.678144,0,0,0,0,0,0,0,1,25,0,0,73.333344,2,1,0
1068,Graduate (transfer),3.253,0,1.294,0.5,0,0,0,0,1,27,0,0,100,1,0,0
1069,Graduate (original),0,0,0,0,0,1,0,1,1,30,11,0,100,0,0,0
1070,Graduate (original),0,1.25,3.5439999,1.5,0,1,0,0,1,32,8,0,100,1,0,0
1071,Graduate (original),0.81801152,0,0,0,0,1,0,1,1,25,0,0,100,2,0,0
1072,Non-Graduate,3.632,0,1.294,0,0,1,0,0,1,23,0,0,100,1,0,0
1073,Graduate (original),0,0.30500001,0,1.5,0,1,0,0,1,31,39,0,70.588226,0,0,1
1074,Graduate (original),0,0,3.0009999,0,0,1,0,0,0,29,16,0,100,0,0,0
1075,Graduate (original),0,5.2030001,0,0,0,1,0,0,0,25,0,0,100,0,0,0
1076,Non-Graduate,0,0,6.3429999,0,0,1,0,0,0,25,0,0,100,2,0,0
1077,Graduate (original),0,0,7.0619998,0,0,1,0,1,1,25,11,0,100,0,0,0
1078,Graduate (original),2.2261729,0,0,0,0,1,0,0,0,31,8,0,100,0,0,0
1079,Graduate (original),3.1070001,1.35,1.5,0,0,1,0,1,0,15,0,0,100,0,0,0
1080,Graduate (original),3.181,1.192,2.404,0,0,1,0,0,1,26,0,0,100,0,0,0
1081,Graduate (original),0,2.9649999,0,2.5,0,1,0,0,1,31,7,0,100,0,0,0
1082,Graduate (transfer),2.9505391,0,0,0,0,0,0,0,0,23,0,0,75,0,0,1
1083,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,23,7,0,100,0,0,0
1084,Graduate (transfer),0,0,1.294,0,0,1,0,0,0,22,0,0,100,1,0,0
1085,Non-Graduate,1.807,1.216,1.5,0,0,1,0,0,1,19,0,0,100,1,2,0
1086,Graduate (original),1.696152,0,0,0,0,1,0,0,0,19,0,0,100,1,0,0
1087,Non-Graduate,0,0,1.294,0,0,1,1,0,0,19,0,0,57.14286,2,0,0
1088,Graduate (original),0,0,1.294,0,0,0,0,0,1,28,8,0,100,1,0,0
1089,Graduate (original),4.6459999,3.8469999,1.294,0,0,0,0,0,0,14,0,1,100,1,1,0
1090,Graduate (original),1.731142,0,0,0,0,1,0,0,1,23,0,0,100,0,0,0
1091,Non-Graduate,3.237314,0,0,0,0,0,0,0,1,29,21,0,84.615387,0,1,1
1092,Graduate (original),0,3.533,2.5780001,0,0,0,0,0,1,21,0,0,100,0,0,0
1093,Graduate (transfer),0,0,5.7579999,0,0,0,0,0,0,16,0,0,100,0,1,0
1094,Graduate (original),0.249,0,2.793,0,0,1,0,1,1,24,0,0,100,0,0,0
1095,Non-Graduate,1.318,3.033,3.77,0,1,0,0,0,0,11,0,0,100,2,1,0
1096,Graduate (original),7.0409999,1.25,0,0,0,1,0,1,0,19,0,0,100,0,0,0
1097,Non-Graduate,4.5139999,3.951,0,0,0,1,0,0,1,24,0,0,92.85714,0,1,1
1098,Non-Graduate,0,0.5,1.294,0,0,1,0,1,1,25,0,0,73.333344,2,0,0
1099,Graduate (transfer),0,0.25,3.5739999,0,0,1,0,1,0,30,4,0,53.33334,1,0,0
1100,Graduate (original),14.977,0.25,0,0,0,1,0,0,1,30,0,0,100,0,0,0
1101,Graduate (original),0,0,7.6370001,0,0,1,0,0,0,21,0,1,100,0,0,0
1102,Graduate (original),3.813,1.05,2.7939999,0,0,1,0,1,0,20,0,0,100,1,0,0
1103,Graduate (original),0,1.804,4.5970001,0,1,0,0,0,0,23,0,1,87.5,0,0,1
1104,Graduate (transfer),14.136,0,0,1.5,0,1,0,0,1,29,11,0,100,0,0,0
1105,Non-Graduate,2.859,3.4990001,2.0810001,0,0,0,0,0,0,15,0,0,100,3,0,0
1106,Graduate (original),0,0,4.8889999,1,0,1,0,0,1,27,4,0,100,0,0,0
1107,Non-Graduate,0.54400003,0.64999998,4.6040001,0,0,1,0,1,1,25,0,0,52.941181,0,0,1
1108,Graduate (original),4.342,1.653,0,0,0,1,0,0,0,21,0,1,100,0,0,0
1109,Graduate (original),12.936,0,0,0.75,0,1,0,0,1,24,4,0,100,0,0,0
1110,Graduate (original),2.1914389,0,0,0,0,1,0,0,1,34,19,0,100,1,0,0
1111,Non-Graduate,0,0,2.25,0,0,0,0,0,1,26,17,0,75,0,1,0
1112,Graduate (original),1.666319,0,0,0,0,1,0,1,0,25,0,0,81.25,0,0,1
1113,Non-Graduate,11.016,1.3660001,0,0,0,0,0,0,0,17,0,0,26.66667,0,0,2
1114,Graduate (original),0,0,6.3429999,0,0,1,0,0,0,23,0,0,100,0,0,0
1115,Graduate (original),0,0,1.294,0,0,1,0,1,1,28,0,0,100,0,0,0
1116,Non-Graduate,3.6849999,0,0,0,0,1,0,1,0,24,0,0,73.333344,2,1,0
1117,Graduate (original),1.811183,0,0,0,0,1,0,1,1,25,7,0,100,0,0,0
1118,Non-Graduate,0.015,5.2849998,0,0,0,0,0,0,1,19,0,1,73.333344,0,1,1
1119,Non-Graduate,3.1550269,0,0,0,0,0,0,0,1,27,17,0,62.5,0,0,2
1120,Graduate (original),3.0056109,0,0,0,1,1,1,0,1,33,0,0,100,0,0,0
1121,Graduate (original),15.257,0.11,0,0,0,1,0,1,0,25,4,0,100,0,0,0
1122,Non-Graduate,2.585767,0,0,0,1,0,0,0,1,23,0,0,81.25,0,1,0
1123,Graduate (original),2.8771341,0,0,0,0,0,0,0,1,28,0,0,100,0,0,0
1124,Non-Graduate,0,0,1.294,0,0,0,1,0,0,21,0,1,100,0,1,0
1125,Graduate (original),1.7130001,2.151,1.5,0,0,1,0,0,1,30,0,0,100,0,0,0
1126,Graduate (original),1.645956,0,0,0,0,1,0,1,1,23,0,0,100,0,0,0
1127,Non-Graduate,1.624,0,0,0,0,1,0,1,1,25,0,0,100,1,1,0
1128,Graduate (transfer),0,0,0,0,0,1,0,1,1,24,0,0,100,0,0,0
1129,Graduate (original),0,0,4.2179999,0,0,1,0,0,1,26,4,0,100,0,0,0
1130,Graduate (original),0.005,4.6960001,2.7939999,0,0,0,0,0,1,23,0,0,100,0,0,0
1131,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,27,0,0,81.25,0,0,1
1132,Graduate (original),1.08461,0,0,0,0,1,0,0,0,19,0,1,100,1,0,0
1133,Graduate (original),4.6160002,0,2.2130001,0,0,1,0,1,1,22,6,0,100,0,0,0
1134,Graduate (original),0,0,7.6370001,0,0,1,0,0,1,24,0,0,100,2,0,0
1135,Graduate (original),0,1.25,6.4689999,0,0,1,0,0,1,20,0,0,100,0,0,0
1136,Non-Graduate,0,0,0,0,0,1,0,1,1,28,4,0,100,0,0,0
1137,Graduate (original),1.4687901,0,0,0,0,1,0,0,1,23,0,0,100,0,0,0
1138,Graduate (original),4.4089999,0,0,0,0,1,0,1,1,27,21,0,100,3,0,0
1139,Graduate (original),0,0,0,1.5,0,1,0,0,1,31,0,0,100,0,0,0
1140,Graduate (original),2.6819999,0,0,0,0,1,1,0,1,25,21,0,100,0,0,0
1141,Graduate (original),0,3.026,0,0,0,0,0,0,1,26,0,0,100,1,0,0
1142,Graduate (original),4.0067158,0,0,0,0,0,1,0,1,28,0,0,100,0,0,0
1143,Graduate (original),0,0,5.5139999,1,0,1,0,0,0,26,0,0,100,0,0,0
1144,Graduate (original),15.636,0,0,0,0,1,0,0,1,24,7,0,100,1,0,0
1145,Non-Graduate,0,0,7.0619998,0,0,1,0,1,0,20,0,0,100,1,2,0
1146,Graduate (transfer),0,0,2.438,0,0,1,0,1,1,23,0,0,100,2,0,0
1147,Graduate (transfer),0,0,0,0,0,1,0,0,0,21,6,0,100,1,0,0
1148,Non-Graduate,0,3.7145,2.0739999,0,0,1,0,0,0,21,0,1,100,2,1,0
1149,Graduate (original),0.15800001,2.1900001,2.7950001,0,0,0,0,0,1,22,0,0,78.571426,0,0,1
1150,Non-Graduate,0,0,2.2690001,0,0,1,0,1,1,17,0,0,100,0,2,0
1151,Graduate (original),0,1.75,0,0,0,1,0,0,1,28,0,0,100,0,0,0
1152,Graduate (original),1.022,4.0609999,0.5,0,0,1,0,0,1,26,0,0,100,1,0,0
1153,Non-Graduate,0,1.706,3.927,0,0,1,0,0,0,22,0,0,100,1,0,0
1154,Graduate (original),6.6360002,0,0,1.5,0,1,0,0,1,30,13,0,100,0,0,0
1155,Graduate (original),2.138648,0,0,0,0,1,0,0,1,30,11,0,80,1,0,0
1156,Graduate (transfer),2.5039999,2.177,3.8659999,0,0,1,0,0,1,21,0,0,100,0,0,0
1157,Graduate (transfer),1.518528,0,0,0,0,1,0,1,1,28,0,0,100,0,1,0
1158,Non-Graduate,0,0,6.3429999,0,0,1,0,0,0,16,0,1,37.5,1,0,0
1159,Graduate (original),0,0,0,0,0,1,0,1,1,27,12,0,100,4,0,0
1160,Graduate (original),0,1.275,1.294,0,0,1,0,1,1,27,0,0,100,0,0,0
1161,Graduate (original),0,0,0,0,0,1,0,0,1,27,11,0,100,0,0,0
1162,Graduate (original),0,0,0,0,0,0,0,0,1,27,4,0,73.333344,3,0,0
1163,Non-Graduate,0,0,0,0,0,0,0,0,0,17,0,0,100,1,1,0
1164,Graduate (original),0.13,0,0,0,0,1,0,1,1,26,0,0,100,0,0,0
1165,Graduate (original),0,1.3,1.294,0,0,1,0,1,1,26,0,0,100,0,0,0
1166,Graduate (original),3.706192,0,0,0,0,0,1,0,1,29,0,0,100,1,0,0
1167,Graduate (original),1.3552949,0,0,0,0,1,0,1,1,22,0,0,100,1,0,0
1168,Graduate (original),1.6849999,0.71600002,1.294,0,0,1,0,0,0,24,0,0,73.333344,1,0,0
1169,Non-Graduate,0,0,6.3429999,0,0,1,0,0,0,17,0,1,100,0,1,0
1170,Graduate (original),5.638,0,0,0,0,0,1,0,1,24,0,0,100,3,0,0
1171,Non-Graduate,0,0.634,5.0079999,0,0,0,0,0,0,15,0,1,100,2,1,0
1172,Graduate (transfer),23.459999,0,0,0,0,1,1,0,1,24,0,0,100,0,0,0
1173,Graduate (original),1.543247,0,0,0,0,1,0,0,0,24,0,0,100,2,0,0
1174,Graduate (transfer),0,2.4200001,1.895,1.5,0,0,0,0,1,28,11,0,100,0,0,0
1175,Graduate (original),1.578727,0,0,0,0,1,0,0,1,20,0,0,81.25,0,1,0
1176,Graduate (original),2.3142719,0,0,0,0,0,0,0,0,26,8,0,100,3,0,0
1177,Graduate (original),15.636,0,0,0,0,0,0,0,0,21,0,0,100,0,0,0
1178,Graduate (transfer),17.346001,0.5,0,0,0,1,0,0,0,26,4,0,100,1,0,0
1179,Graduate (original),3.0380001,0,0,0,0,0,0,0,1,26,0,0,100,1,0,0
1180,Non-Graduate,0,0,7.6370001,0,0,1,0,0,0,25,0,0,100,1,1,0
1181,Graduate (original),0,0,4.868,0,0,1,0,1,0,21,0,1,41.176472,0,1,1
1182,Graduate (original),0,0,0,0,0,1,0,0,1,24,0,0,100,1,0,0
1183,Non-Graduate,1.388676,0,0,0,0,1,0,1,1,28,0,0,80,1,0,0
1184,Graduate (original),0,0,0,0,0,1,0,0,1,26,11,0,100,0,0,0
1185,Graduate (original),0.54100001,5.2579999,2.2939999,0,0,0,0,0,0,23,0,0,73.333344,1,1,1
1186,Graduate (original),0,0,1.294,0,0,1,0,1,1,25,7,0,100,2,0,0
1187,Graduate (original),1.6019011,0,0,0,0,1,0,1,1,23,0,0,100,0,0,0
1188,Graduate (original),2.7765701,0,0,0,0,0,0,0,1,29,0,0,100,0,0,0
1189,Graduate (original),0,0,0,0,0,1,0,0,1,20,0,0,100,0,0,0
1190,Graduate (original),1.706514,0,0,0,0,1,0,1,0,21,4,0,100,0,0,0
1191,Graduate (original),0,0,7.776,0,0,0,0,0,0,21,0,0,92.85714,0,0,0
1192,Graduate (original),4.8940001,0,1.294,0,0,1,0,0,1,23,0,0,100,2,0,0
1193,Graduate (original),0,0,5.599,0,0,1,0,1,1,26,0,0,100,0,0,0
1194,Non-Graduate,14.636,0,0,0.5,0,0,0,0,1,32,19,0,73.333344,3,1,0
1195,Non-Graduate,0,0,6.3390002,0,0,1,0,0,0,23,0,0,100,1,0,0
1196,Non-Graduate,0,0,6.2119999,0,0,1,0,1,0,23,0,0,100,1,0,0
1197,Graduate (original),0,0,0,0,0,1,0,1,1,30,21,0,100,0,0,0
1198,Graduate (original),0,0,1.294,0,0,0,0,0,0,22,0,1,100,1,0,0
